tweet	label	length	fold
#imagine : you and roc being best friends , as you to flirt , and laugh , and as the sun goes down , he ask you to go out with him ! <	1	0.67	1
carters girls t - t pink pony ride nightgown ( t , pink	0	0.275	1
sterling grand garden urn , ceramic jar ( set of  sterling grand garden urn , ceramic jar ( set of  )	0	0.505	2
i just finished to download ubersocial for twitter and i dont understand anything i think im going to use normal twitter like everyday ..	0	0.685	4
awh , my mum could have kept you company if she was there xx	1	0.3	2
just being aware of it is amazing and you have a good heart to want to help . )	1	0.395	1
tight how we are babies omg av u sin the set list for  looks mint ! ! ! x	0	0.365	3
"oh c'mon father dont say "" idiot word "" in your homily then telling us to spread the word of god after tamaaa"	0	0.545	3
i'm sad i didn't get to fuck with  today * sigh * .	0	0.255	2
rt  i just want a hug .	0	0.115	1
i want you to come !	0	0.1	5
a southend arsenal double will do nicely this weekend . part one - tick ! sufc - tonite - hat-trick from moshni	1	0.555	5
going out #iwannawatchgreysonchanceonaprilfourthtwothousandandtwelveatjitecmanggadualive i'll be back tomorrow guys :  bye ;d xx	1	0.64	3
they are all invalid in less than  seconds	0	0.21	5
thanks for the follow	1	0.105	2
serena's dream sequence ( g . g .  th episode  via	0	0.25	1
you standing there looking , i'm about to give you something to look at	1	0.355	4
yayyy hopefully ill have enough money haha ! i'll help you decide	1	0.325	5
chilling in civics having a great day	1	0.185	3
why hasn't  tweeted for  hours or is my ipod broke #strange	0	0.295	2
mlb : ap source : ivan rodriguez to retire ( yahoo ! sports new york ( ap ) - ivan rodriguez plans to announce his r ...	0	0.6	4
wanting things you can't have ... ughs	0	0.19	5
i don't know what to wear with my new thingy i bought	0	0.265	3
i miss this hot piece of jersey ass .	1	0.185	5
okay yay i have someone to help me stay on track ! !	1	0.26	4
tha dogg pound ft snoop dogg make it hot ( tags descargar / download  #traketoz	0	0.395	2
th hour was fun was watching videos with tray lol ..	1	0.26	2
shimano men's all mountain bike shoe - sh-mt  ( black -  am shoes are designed to make your next adventure r ...	0	0.56	2
zayn please follow me , harry & eleanor did	1	0.215	5
if no one goes to school tomorrow , we should all get together and do something !	1	0.405	5
missing  game coz of work td its a sad day	0	0.21	5
oh she sleeps like a star then	1	0.15	4
& sweety u make sure that you just mention me in ur show not priya attitude dika thi hai badi	1	0.465	2
jccc with  ) ) )	1	0.08	3
core  in the baby garden #thisisthelife	1	0.195	3
stone care international stone spray ' n seal ,  - ounce bottles ( pack of  stone spray ' n seal is a water base ...	0	0.58	5
what i jst ate . my stomach doesn't feel right	0	0.23	2
im still learning guitar but i soo wish i knew how to play anything	0	0.335	3
missing my old twitter friend	0	0.145	1
charlie thanks for signing my phone ! ! but . it's came off please will you and the rest come and perform at my th ! x	0	0.59	1
i miss hanging out with  and	0	0.14	5
, sony icf-c  clock radio with dual alarm ( black	0	0.245	2
not ready for a few faces just yet . legs ache from working out too so heels would just kill me !	0	0.485	2
go to bed	1	0.045	1
i'm starting to get sick ( (	0	0.14	4
don't envy  and  working tomorrow after a late night . worth it tho , bring on the champions league lads	1	0.52	3
complementarity in the rome statute and national criminal jurisdictions ( international courts and tribunals th ...	0	0.575	3
thanks cheeky ! i'm crapping it ! xxx	0	0.185	5
hahahaha ! ! i can talk anyone's ear off too . should be interesting	1	0.34	1
sex on the beach > > >	1	0.11	4
yea i hate this school	0	0.11	4
chia seeds  pounds ( health and beauty the chia seed is an amazing food . for centuries many have used the seed ...	0	0.575	4
love thy neighbor : a story of war ( paperback winner of the los angeles times book prizepeter maass went to the ...	0	0.58	4
that avi doe zexy	1	0.085	4
#jets st round blunders : ken o'brien over dan marino (  al toon over jerry rice (  blair thomas over emmitt smith (  )	0	0.595	2
releasing the inner vagabond : synopsis of a  - year cross-country travel adventure ( kindle edition what words c ...	0	0.585	5
sometimes i wish i didn't have bills ... i remember when the only bill i had was a phonebill and barely paid it #sweetmemories	0	0.63	4
cricut cartidge , all mixed up ( kitchen the cricut all mixed up font cartridge contains a fun upper and lowerca ...	0	0.58	5
thank you , surina ! your niece is beyond adorable	1	0.25	1
frontier chili peppers ground , medium roasted powder ,  ounce bags ( pack of  medium roasted . qai certified o ...	0	0.575	5
i love it when he says those lines	0	0.17	1
ricoh brand hq ( a ) - - mm x m masters ( office supply / drum ricoh brand hq ( a ) - - mm x  ...	0	0.485	1
im in school and im being sneaky with my phone scared i might get caught hi (  live on	1	0.43	5
striped open bottom baseball / softball pants from augusta sportswear ( x - large  ounce  % polyester double k ...	0	0.57	5
coming down with cold symptoms someone look after me	0	0.26	2
my whole playlist  if i knew how to burn a cd then i would ! haha	1	0.325	1
it's a twitter problem . not only your account .	1	0.24	4
kodak bc carousel  projector ( electronics long lamp-life lamp module  lumens with fhs lamp acce ...	0	0.5	4
yeah ... i wont go to school monday ! i told a guard that his piercing was nice , wtf ? ! ? !	0	0.465	1
casio ex-s be . mp digital camera with x optical image stabilized zoom with . inch tft lcd ( blue the ex ...	0	0.54	3
markets are up .	1	0.08	4
walthers ho scale undecorated american car & foundry  - seat diner car ( - this is a walthers ho scale u ...	0	0.54	2
bus going down there got canceled ( ( (	0	0.195	3
omg yes ! why am i going to be running through trenches ?	0	0.285	5
its gonna be boring u know i like to have fun when i play ball like beating folks in spades	0	0.455	2
main chic getting mad hun he want a lady in da streets and a freak in da bed .. ur not neither so he came to a dick pleasure ! ! checkmate	1	0.69	4
it is not just fun , i just always fail tasks like that . after a couple of days i forget	0	0.445	1
i love our fans ! there all so beautiful ! x	1	0.22	1
it's meant to rain on my birthday . !	0	0.185	3
i cant wait for yall to see my shootout vid yall gonna love it	1	0.31	3
vantec thermoflow tf xxmm double ball bearing temperature controlled case fan ( black thermoflow case ...	0	0.525	1
fund the shadowrun game	1	0.115	1
i actually like cheering people up	1	0.17	2
dude this tune ! ! ! beast mode on	1	0.17	2
nuke your day job : a clear , specific path to making millions in passive income ( kindle edition for fans of tim ...	0	0.585	5
"i saw a car exactly like  and i was like "" awww sally ! ! ! "" ( in reference to mustang sally )"	1	0.475	5
awwh atleast should be showing effort	1	0.185	2
solange does music ? rt  somebody asked me to do a solange music minute but how could i do it without sounding shady ?	0	0.59	4
kobe bryant the key of solomon the king : ( clavicula salomonis how to make a magic carpet , become invisible , an ...	0	0.59	1
similar reply from both of you , cut copy edit paste ? a follow back is to be earned sweets .	1	0.465	3
yes ! ! ! lets freak out over it , then put it on facebook ( #annoyingeigthgraders #ew	1	0.43	2
rt   ft island - hit the sans ( neverland eng ver  via	0	0.27	3
who's that ? i just want to play it cos i never got the chance and i reckon i'd be decent at it	1	0.475	5
harry is looking rather fine in nz must i say	1	0.225	1
#creepymoment when ur car's alarm is ringing for no reason in d middle of hard rain . hrs buka pintu depan rasany : takut disergap / ditusuk	0	0.7	4
i know am not da only one yu think about ! !	0	0.22	5
"ec electric chain hoists model code : aa ( part # ec --  phase . number of falls  . minimum - / "" head ro ..."	0	0.545	5
thanks	1	0.03	2
me aha , it was fucked went for a happy meal n bang , all over the floor	0	0.36	3
the secrets of married women ( kindle edition the secrets of married women ( kindle edition ) by car ...	0	0.52	4
guess i cant go for training tomorrow or thursday	0	0.245	2
follow - >  for a shoutout	1	0.13	3
yes a film marathon is a must ! with a lovely roast dinner . mm . perfect !	1	0.375	4
wtf man its only episode one	0	0.14	5
"the album "" jukebox "" has been nominated as a ' great ' of britain ! get all your fans to vote for it  rt"	1	0.525	3
novica blown wine glasses , ' crimson serpentines ' ( medium , set of  swirls of crimson spin unrestrained highlig ...	0	0.59	3
girl he made my feel very uncomfortable every time he said p * ssy	0	0.33	4
im juicyyrt  you nasty lol  yeah , come on ctfu rt  can i hit it in the morning like alonzo .	1	0.465	5
little giant cv -/ check valve (  little giant cv -/ check valve (  ) the  model is a bras ...	0	0.47	1
l - o - v - e is a word ill never say again	1	0.215	3
, happy birthday fake ass twin , ily , & have the best day everrr xoxo	1	0.35	3
hey , are you coming for clean up again tomorrow ?	1	0.25	3
my own version of   even had seconds #callmedelia	1	0.245	5
dannyblack  best upgrade a girl could get ?	1	0.215	2
heyy yeah i do	1	0.07	4
i think  should stop giving me compliments ! ! !	1	0.24	2
you can come though . i'm going with some friends . we will leave sunday around : am .	1	0.43	2
please a follow liam (	0	0.11	2
better forever and ever but right back at chu homie	1	0.255	5
awh poor thing that stinks ! #sowwie	0	0.18	2
corvette - victory by design dvd ( dvd corvette - victory by design dvd , featuring many of the most important c ...	0	0.58	1
i'm willing to share x	1	0.11	4
blackberrys are shit to slow <	0	0.15	1
photo : finally made my shorts	1	0.15	3
unexpected tweets then	1	0.11	3
where's the sun #imcold	0	0.115	4
if he doesn't , he'll be missing out on a lot	1	0.225	4
can u rt my twitlonger hunny ! i ^ m so upset cuz everyone hates turkish directioners  x	0	0.44	2
just occurred to me that my weekend has started ) )	1	0.255	5
the link for it will be in time out london's clubbing section week after next	1	0.385	2
laidback luke was sick	1	0.11	1
follow back , please	1	0.1	5
these dogs are barely the full length of my arm & they hog a full sized bed #sharingiscaring	1	0.46	1
well i'm down i barely even get to see you yesterday we've got to make up for that	0	0.41	5
of course	1	0.045	1
i am so freaking psyched to play #diabloiii i really wish i could log on and play right now	0	0.455	1
you can still come down here just to see me ! ! !	1	0.245	3
i wish i was there to cuddle with you	0	0.185	1
has some nice tweets	1	0.1	1
love this picture !	1	0.095	3
there you go , now following	1	0.14	2
melbourne amazing crowd tonight thankyou to every  that came tonight and just a general thankyou t all our fans your the best ! x x	1	0.655	3
be yourself because everyone is already taken	1	0.225	2
watching hurricanes vs bees . smva vs smttj	1	0.215	2
good morning to you too	1	0.115	5
thank you , it is a big relief . i was just thinking that it ended up not being a good news report for you .	1	0.54	5
aren't y'all just the cutest	1	0.14	3
only  of my ' friends ' asked me if i was ok today . i love them	1	0.32	3
but i'll be there and i'm performing	0	0.18	1
awl and i'm good working my ass off , you know how that goes	1	0.3	3
i'm a pisces and i always tweet you , follow me please ! or atleast rt me	0	0.365	3
aspects of building design management ( architectural engineering and design management series effective buildi ...	0	0.575	2
#iwantaboyfriend can handle me talking shit to him and wont back down like a bitch rft	1	0.43	4
my boyfriend is the most boring texter i wish he was here < /	0	0.305	4
such a good mood #lovemyfriends can't wait to perform ! #vm	1	0.295	1
liveministries look : ex-miss . mayor sentenced in inmate sex case ( twincities share with friends : | | world n ...	0	0.58	4
who's going to plans ? ) )	1	0.13	5
my mom is sooo embarrassing ! i seriously didn't want her to call you ! ! ugh why is she sooo ? ? ?	0	0.495	4
merci xxx	1	0.045	1
yeahh , , thank you sweetie	1	0.135	2
oh and cant forget this person ,  a really good friend , go follow him !	1	0.36	4
rt if u ever did this	1	0.105	2
fyi enter the  icade sweepstakes for a chance to win an icade ipad gaming system :	1	0.41	4
walker texas ranger collector's edition ( full contact and rookie	0	0.325	1
your welcome and thank you for the follow back too yumna ^ ^ ] ] ] have an unique weekend ) ) lol ...	1	0.505	1
carolina pad computer copy paper , . x  inches ,  sheets (  carolina pad computer and copy paper is a ...	0	0.525	2
